value,n
south_carolina,1
south_freeland,1
southern_california,1
southern_california_coast,1
soviet_agent,1
soviet_firestorm,1
soviet_union_starlings,1
soviet_union_supermen_of_the_multiverse_formerly_supermen_of_the_multiverse,1
soviets_vandal_savage,1
space_angel,1
space_ape_iath,1
space_canine_patrol_agents_mammoth_miss,1
space_case,1
space_city_robinson,1
space_city_robinson_mobile,1
space_criminal,1
space_dolphins,1
space_ranger,1
space_smallville,1
spaceman,1
spain,1
spak_drom,1
sparkler,1
sparky,1
sparrow,1
sparrow_huntress_judgment_league_avengers,1
sparta,1
sparta_of_synriannaq,1
sparx_niece_harry_force_brother_tetrad_force_brother_gail_force_sister_in_law_iris_force_mother_unnamed_husband_deceased_unnamed_husband_deceased_unnamed_husband_deceased_jack_botier_husband_deceased,1
spaulding_pruitt,1
spawn_of_death,1
spawn_of_frankenstein,1
special_agent,1
special_agent_for_british_secret_service_former_school_teacher,1
special_effects_artist_stuntman,1
special_operative,1
special_operative_for_american_intelligence,1
specialist_cory_wilks,1
specialist_gary_kaleho,1
specialist_marcel_ollie,1
spectra,1
spectral_services,1
spectre_brother,1
speed,1
speed_demon_blaze_allen_uncle_iris_simpson_aunt_deceased_mercury_uncle_s_decendant,1
speed_demon_wally_west_nephew_iris_simpson_wife_deceased_mercury_decendant,1
speed_field_speed_heaven_timestream_the_light_fourth_dimension_positive_speed_force,1
speed_force_dimension,1
speed_force_professor_supervillain,1
speed_freak,1
speed_mcgee,1
speed_metal,1
speed_weed_sarah_tarkoff_andrew_kreisberg_mike_norton,1
speed_zone,1
speedboyz,1
speedster,1
speedy,1
speedy_red_arrow,1
spelunker,1
spencer_young,1
spera,1
sphinx,1
sphinxes,1
spider_man_spider_boy_2_99,1
spider_widow,1
spike_brandt_tony_cervone,1
spin,1
spindoc,1
spindrift_station,1
spinebender,1
spinner_of_the_life_s_silver_thread,1
spirit,1
spirit_king,1
spirit_of_america_minute_man_patriot,1
spirit_of_life,1
spirit_of_murders_past,1
spirit_of_the_21st_century,1
spirit_of_the_secret_sea,1
spirit_of_vengeance_former_police_detective,1
spirit_of_vengeance_police_detective,1
spirit_of_vengeance_wrath_of_god_spirit_of_redemption_raguel,1
spirit_of_wrath,1
spirit_world_also_los_angeles_california,1
spirit_world_fifth_world_raga,1
spirits,1
spirits_souls,1
spiritual_leader_former_terrorist_former_super_villain,1
spitfire,1
split,1
split_man,1
splithair,1
splitter,1
spol,1
sponge_man,1
spooner,1
springheeled_jack,1
sprout_swamp_thing_mary_conway,1
spudo_full_name_unknown,1
spudo_the_four_armed_man,1
spy_assassin,1
spy_naturalist,1
spy_smasher,1
spy_supervillain,1
spy_widowhood_s_fixer,1
spyderr,1
spyn_zone_formerly_central_city_picture_news_formerly,1
squad_superman,1
squid_alien,1
squire,1
squire_burroughs_brother_parents_via_adoption_mentioned_only,1
squire_shade,1
squirrel,1
squishy_titans_team_nucleus_tiny_titans_titans_apes,1
sramian_snitch,1
ss_officer,1
sssearr,1
st_louis_missouri,1
st_peter_s_mission_dakota_city_formerly_the_subbasement_of_avalon_mall_sadler_dakota_city,1
st_roch_formerly_22nd_century,1
st_roch_formerly_central_city,1
st_roch_louisiana_jla_watchtower_and_hall_of_justice_formerly_manhattan_new_york,1
stablewoman_warrior,1
stacy_last_name_unknown,1
stacy_macklin,1
staegys_mother_atheron_father_gorlois_foster_father_deceased_igraine_foster_mother_deceased_morgause_sister_elaine_sister_arthur_pendragon_half_brother_nimue_inwudu_sister_vivienne_sister_mordred_son_morgana_alleged_daughter,1
staegys_mother_atheron_father_morgaine_le_fey_sister_vivienne_sister_mordred_nephew,1
stage_magician_slave_exporter,1
stage_magician_student,1
stagg_industries,1
staggatron,1
staggatron_alpha,1
stake,1
stalagron,1
stalking_death_mr_kaza,1
stallion,1
stalnoivolk,1
stan_berkowitz_gary_rosen,1
stan_berkowitz_robert_goodman,1
stan_lee_chris_bachalo,1
stan_lee_dave_gibbons,1
stan_lee_joe_kubert,1
stan_lee_john_buscema,1
stan_lee_john_byrne,1
stan_lee_john_cassaday,1
stan_lee_kevin_maguire,1
stan_lee_scott_mcdaniel,1
stan_silver,1
stanhope,1
stanhope_college,1
stanley_baumgarten,1
stanley_dover,1
stanley_printwhistle,1
stanley_stinky_printwhistle,1
staq_mavlen,1
star_adam,1
star_band,1
star_bay,1
star_blossom,1
star_canary,1
star_chamber,1
star_chamber_antioke_university,1
star_city_2_4_star_city_formerly_central_city,1
star_city_briefly_nanda_parbat_formerly_lian_yu_hong_kong_russia,1
star_city_california,1
star_city_central_city_formerly,1
star_city_formerly_corto_maltese_nanda_parbat,1
star_city_formerly_metropolis,1
star_city_formerly_smallville_kansas,1
star_city_formerly_the_waverider,1
star_conqueress,1
star_conquerors,1
star_hawkins_boss,1
star_k_ranch,1
star_k_ranch_new_york,1
star_labs,1
star_lily,1
star_man,1
star_sapphire_businesswoman,1
star_sapphire_corps_ferris_aircraft_formerly_new_guardians,1
star_sapphire_corps_formerly_manhunters,1
star_sapphire_corps_formerly_sinestro_corps_injustice_league_the_society,1
star_sapphire_corps_zamarons_new_guardians,1
star_sapphire_sorority_justice_guild_green_lanterns_of_the_multiverse,1
star_sapphire_ultraviolet_lantern,1
star_tsar_1,1
star_tsar_pawn_922,1
starbreaker_father_vorlokk_husband_deceased,1
starchild_superman_null,1
starfire_brooder,1
starfire_the_terrible_1_sapphire_2_incredible_quad_3_flash_4_the_jeff_5_princess_starry_eyes_6,1
starfish_island,1
stargirl_1,1
starhaven,1
starhaven_cairn,1
starheart,1
starkad,1
starkad_the_slayer,1
starlight_vaporlock,1
starling_city_formerly_moscow,1
starling_citymetropolis,1
starrla,1
starrla_the_star_conqueress,1
starro_conquerors_starro_the_conqueror_mini_starro_starro_spore,1
starro_genetic_template_bruce_wayne_creator,1
starro_high_vanguard,1
starro_the_conqueror_psions,1
starro_the_conqueror_the_flaming_star_the_black_star,1
starro_the_starfish,1
staryl,1
stasis,1
state_senator,1
static_gear,1
steady,1
stealth,1
steam_lantern,1
steed_of_achilles,1
steel_1,1
steel_1_colonel_sanders_2_eliot_ness_3_nathaniel_henryson_4_andy_watkins_5_hank_heywood_6_dr_henry_jones_jr_7_green_arrow_8_john_constantine_8,1
steel_brother_natasha_irons_daughter,1
steel_mill_worker,1
steel_plant_worker,1
steel_s_armor,1
steel_the_indestructible_man,1
steel_wolf,1
steeljacket,1
steelworks_metropolis_formerly_jersey_city_and_washington_d_c,1
steelworks_metropolis_hall_of_justice_washington_d_c,1
stefan_last_name_unknown,1
stella_maxwell,1
stella_sterling,1
stellmoor_international_queen_consolidated_blood_cult,1
stepdad,1
stephan_nilson_andie_tong,1
stephanie_stevie_trevor,1
stephen_callahan_father_deceased_rachel_callahan_mother_deceased,1
stephen_callahan_father_nicole_callahan_bliss_sister_sarah_rainmaker_half_sister,1
stephen_forrest_lee,1
stephen_kandel_dennis_o_neil_mike_sekowsky,1
stephen_mandragora,1
stephen_mandragora_father,1
stephen_rainmaker,1
stephen_swift_warrior_angel_devilicus,1
stephen_trevor,1
steppenwolf_great_uncle_deceased_yuga_khan_grandfather_deceased_heggra_grandmother_deceased_infinity_man_uncle_darkseid_father_deceased_kalibak_half_brother_deceased_orion_half_brother_deceased_suli_stepmother_deceased_tigra_stepmother_deceased_unnamed_mother_deceased_bekka_half_sister_in_law_by_orion_mister_miracle_adopted_brother_big_barda_adopted_sister_in_law,1
steppenwolf_great_uncle_deceased_yuga_khan_grandfather_deceased_heggra_grandmother_deceased_infinity_man_uncle_darkseid_father_deceased_suli_mother_deceased_orion_half_brother_deceased_grayven_half_brother_deceased_tigra_step_mother_deceased_bekka_half_sister_in_law_by_orion_mister_miracle_adopted_brother_big_barda_adopted_sister_in_law,1
steppenwolf_uncle,1
steppenwolf_uncle_grail_daughter_kalibak_son_orion_son_scot_nephew,1
stercorax,1
sterling_gates_matt_camp_marco_rudy,1
sterling_gates_neil_edwards,1
sterling_gates_pete_woods_fabiano_neves,1
steve,1
steve_bissette,1
steve_dayton_formerly,1
steve_dayton_foster_father_deceased,1
steve_dayton_mento_ex_husband_garfield_logan_beast_boy_adopted_son,1
steve_dayton_s_assistant_formerly,1
steve_ditko_don_segall_dustin_nguyen_derek_fridolfs,1
steve_englehart_joe_staton_alan_burnett,1
steve_englehart_joe_staton_mike_w_barr_jerry_bingham,1
steve_englehart_rich_buckler,1
steve_gerber_justiniano,1
steve_gerber_martin_pasko_keith_giffen,1
steve_gerber_michael_golden,1
steve_gerber_walt_simonson,1
steve_grundy,1
steve_hattman,1
steve_mattsson_aaron_lopresti,1
steve_orlando_aaron_lopresti,1
steve_orlando_aco,1
steve_orlando_amancay_nahuelpan,1
steve_orlando_andy_macdonald,1
steve_orlando_brian_ching,1
steve_orlando_felipe_watanabe,1
steve_orlando_gerard_way_aco,1
steve_orlando_gleb_melnikov,1
steve_orlando_kelley_jones,1
steve_orlando_max_raynor,1
steve_orlando_ronan_cliquet,1
steve_rafelson_father_deceased_unnamed_mother_deceased,1
steve_skeates_steve_ditko_stan_berkowitz,1
steve_vance,1
steve_vance_mike_parobeck,1
steven_larson,1
steven_leonard_trevor,1
steven_sharpe_iii_gambler_grandfather_deceased_steven_sharpe_v_gambler_brother,1
steven_steve_dayton,1
steven_t_seagle_nick_choles,1
steven_trevor_husband_lyta_trevor_hall_daughter_hector_hall_son_in_law,1
stewart_philip_chang,1
stheno_sister_deceased,1
sthula,1
stinky_printwhistle,1
stochastic_fats,1
ston_ar,1
stone_1_fleshy_guy_2_thunder_thighs_3,1
stone_emperor,1
stone_god,1
storm_boy,1
storm_watch_operative_formerly_gymnastics_athlete_and_spetsnaz_russian_special_forces,1
stormfront,1
stormguard,1
stormwatch_formerly_stormwatch_prime_spetsnaz,1
stormwatch_formerly_the_authority_stormwatch_zero_supermen_of_the_multiverse,1
stormwatch_justice_league_queer,1
stormwatch_operative_covert_operative,1
stormwatch_p_h_d_formerly_lord_defile,1
stormwatch_p_h_d_formerly_stormforce_u_s_army,1
stormwatch_p_h_d_jeremiah_cain,1
stormwatch_p_h_d_operative_combat,1
stormwatch_p_h_d_operative_combat_tactics_expert_former_u_s_soldier_special_forces_agent,1
stormwatch_p_h_d_operative_post_human_forensics_expert_formerly_f_b_i,1
stormwatch_p_h_d_operative_supernatural_expert_sorcerers_apprentice_professor_of_metaphysics_at_hudson_university,1
stormwatch_prime_formerly_stormwatch_p_h_d,1
stormwatch_prime_stormwatch_p_h_d_formerly_stormwatch_the_monarchy,1
stormwatch_team_achilles_formerly_osasto_karhu,1
stormwatch_team_achilles_formerly_stormwatch_reserves_israeli_defense_force,1
stormwatch_team_one_minutemen_sponsor,1
stormwatch_the_authority,1
stormwind,1
stormy_foster,1
storyteller,1
storyteller_fortune_teller,1
storyteller_murderer,1
strafe,1
straightman,1
strange_visitor_illuminator_of_all_realities,1
stranglehold,1
strata_wife_rocky_son,1
strato,1
strato_the_cloud_man,1
stratos,1
strawberry,1
stray,1
streak_wally_west,1
streaky_ancestor,1
streaky_the_super_cat,1
streaky_the_supercat,1
streamer_tech_consultant_for_the_central_city_police_department_scientist_formerly,1
strength_force,1
stretch,1
stretch_skinner,1
stretchy_man_1_gregory_wolfe_wolfman_clifford_devoe_2_joe_west_3,1
strike_force_kobra_formerly_jihad,1
strike_force_kobra_formerly_suicide_squad_masters_of_disaster_outsiders,1
strike_force_kobra_kobra_cult_blackadders,1
striker_z,1
stringer,1
stringleshanks,1
stripesy,1
strix,1
strobe,1
strong_girl,1
strong_woman,1
strongbox,1
strongman,1
strongmen_of_america_america_s_best_t_council,1
structural_engineer,1
stuart_blake_father_unnamed_mother_joe_and_nora_page_legal_guardians,1
stuart_immonen_dean_zachary,1
stuart_immonen_mark_millar,1
stuart_lowe,1
stuart_moore_jamal_igle,1
stuart_moore_john_delaney,1
stuart_stu_mosely,1
stubbs,1
student_adventurer_bartender,1
student_adventurer_former_d_e_o_agent_barista,1
student_adventurer_former_government_agent,1
student_advisor,1
student_astronaut_1,1
student_at_smallville_high,1
student_cult_leader,1
student_eco_terrorist,1
student_former_adventurer,1
student_hero,1
student_inventor_adventurer,1
student_lifeguard,1
student_magician_adventurer,1
student_of_villainy,1
student_paperboy,1
student_photographer_student_advisor_actress,1
student_politician,1
student_retired_crime_fighter,1
student_security_guard,1
student_security_guard_vigilante,1
student_sorcerer_formerly_agent_of_order,1
student_student_advisor_formerly_governor_currently,1
student_teacher,1
student_teacher_s_assistant_adventurer,1
student_vigilante_adventurer,1
student_wrestler,1
sturgis_butterfield,1
sturm,1
styge_prime_sector_718_formerly_ysmault_brooklyn,1
stygia_hell_formerly,1
stymphalian_birds,1
styrian,1
su_lehmon,1
sub_diego_california,1
subatomic_world_of_catamoore,1
subject_13,1
subject_2,1
subject_6,1
subject_722,1
subject_7_1,1
subject_9,1
subject_a,1
subject_six,1
subject_zero,1
subjekt_11,1
subjekt_17,1
sublime,1
submissionary,1
submissionary_judah,1
sudanese,1
sudden_death,1
sudu,1
sue,1
sue_dibny,1
suge,1
suicide_slum_metropolis,1
suicide_slum_metropolis_formerly_apokolips,1
suicide_squad_black,1
suicide_squad_black_a_r_g_u_s_the_green,1
suicide_squad_black_formerly_checkmate_gotham_city_police_department,1
suicide_squad_black_formerly_checkmate_suicide_squad,1
suicide_squad_black_lantern_corps,1
suicide_squad_black_the_black_formerly_sebastian_faust,1
suicide_squad_black_the_red_formerly_sebastian_faust,1
suicide_squad_formerly,1
suicide_squad_formerly_anton_knight,1
suicide_squad_formerly_burning_world,1
suicide_squad_formerly_cia_league_of_assassins_formerly_undercover,1
suicide_squad_formerly_justice_league_antarctica_injustice_gang,1
suicide_squad_formerly_league_of_assassins,1
suicide_squad_formerly_outsiders_rogues_secret_society_black_lantern_corps,1
suicide_squad_formerly_rogues_the_society,1
suicide_squad_formerly_secret_society_of_super_villains_brotherhood_of_evil,1
suicide_squad_formerly_tess_mercer_s_team,1
suicide_squad_lime_and_light_formerly,1
suicide_squad_member,1
suicide_squad_secret_society_of_super_villains,1
suicide_squad_superman_family_young_justice_formerly_ravagers_teen_titans_n_o_w_h_e_r_e,1
suicide_squad_superman_revenge_squad_injustice_league_unlimited_secret_society_of_super_villains_formerly_s_t_a_r_labs,1
suicide_squad_the_society,1
suicide_squad_the_society_formerly_the_injustice_gang,1
sujatmi_sunowaparti,1
summer_swan,1
summer_zahid,1
summergrove_connecticut_earth_formerly_mount_olympus,1
sumo,1
sun_chained_in_ink,1
sun_emperor,1
sun_god_father_1_unnamed_mother_2_unnamed_husband_deceased_1,1
sun_hawk,1
sun_king,1
sun_people,1
sun_sphere,1
sun_woman,1
sunderland_corporation,1
sune_ito,1
sunny_jim,1
sunshine,1
sunshine_superman,1
sunspot,1
super_ape_temporarily_possessed_captain_comet,1
super_ape_titano_the_super_ape,1
super_boat,1
super_buddies_3_justice_league_justice_league_3_formerly_the_justice_league_international,1
super_celestials_unseen_hands_1,1
super_chief,1
super_computer,1
super_crime_fighter,1
super_criminal,1
super_criminal_physician,1
super_doomsday_the_last_knight_of_tomorrow,1
super_foes,1
super_friends_formerly_batman_family,1
super_friends_new_earth_prime_earth,1
super_friends_new_earth_prime_earth_batman_the_brave_and_the_bold_tv_series,1
super_friends_super_powers_team,1
super_friends_superman_family_formerly_batman_family,1
super_friends_teen_titans,1
super_functionary_former_fighter_pilot,1
super_functionary_former_soldier,1
super_functionary_former_soldier_former_criminal,1
super_functionary_of_the_chinese_government,1
super_functionary_scientist,1
super_functionary_surrogate_mother_former_theoretical_physicist,1
super_girl,1
super_girl_genetic_predecessor_deceased,1
super_gorilla_grodd,1
super_hero_girls_house_of_el_superman_family,1
super_hero_high,1
super_hero_high_metropolis_formerly_apokolips,1
super_hero_high_school_metropolis_formerly_themyscira,1
super_hero_talent_scout,1
super_hip,1
super_lana,1
super_mage,1
super_man,1
super_martian,1
super_monkey,1
super_pets,1
super_pets_squishy_titans,1
super_powers_team,1
super_pup,1
super_robin,1
super_scavenger,1
super_sons,1
super_sons_superman_family,1
super_villain_formerly_a_research_scientist_for_s_t_a_r_labs,1
super_villain_formerly_scientist,1
super_villain_magician,1
super_villain_terrorist_mercenary,1
super_woman_wife_ultragirl_cousin,1
superbaby,1
superbaby_superboy_nightwing_see_trivia_for_more,1
superboy_family,1
superboy_kent_clark_bill_zarro,1
superboy_matrix_template_bizarro_1_reincarnation,1
superboy_owner,1
superboy_partial_clone,1
superboy_prime,1
superboy_superbaby,1
superboy_superman_bizarro_superboy,1
superboy_superman_earth_one_clark_kent_earth_one_substitutes_friday_publicly_known_robot_ned_new_earth_super_bots,1
supercharge,1
superchief,1
superdog_skip_pal_jocko_1_kapper_2_skippy_3,1
superdoom,1
supergirl_alternate_self_nightflame_reincarnation,1
supergirl_alternate_self_satan_girl_prior_incarnation,1
supergirl_blue_super_twin,1
supergirl_carole_zorelle_tir_an,1
supergirl_cousin_martha_kent_foster_mother,1
supergirl_cousin_superboy_clone,1
supergirl_cousin_zor_el_uncle_alura_in_ze_aunt,1
supergirl_genetic_template,1
supergirl_genetic_templete_deceased,1
supergirl_red_super_twin,1
supergrrl,1
superhero_adventurer,1
superhero_former_government_agent,1
superhero_former_male_enhancement_product_spokesperson,1
superhero_hero_high_school_formerly_lena_thurol_lena_luthor_brainiac,1
superhero_janitor_briefly,1
superhero_ranger,1
superhero_world_conqueror_attempted,1
superheroine,1
superior_five_formerly_the_society,1
superior_girl,1
superior_man_1,1
superjudge,1
superjudgezillo_vala,1
superkid,1
superlass,1
superman_1,1
superman_1941_cartoons,1
superman_2_secundus_second_superman,1
superman_atari_26,1
superman_bizarro_superman,1
superman_bizarro_superman_bizarro_no_1,1
superman_blue,1
superman_brother,1
superman_clone_template_k3nt_computerized_parental_unit_destroyed,1
superman_cousin_deceased,1
superman_cousin_lois_lane_cousin_in_law_superlass_second_cousin_once_removed,1
superman_cousin_martha_kent_foster_aunt,1
superman_cousin_superboy_cousin,1
superman_dynasty,1
superman_dynasty_formerly_justice_legion_daily_planet,1
superman_emergency_squad_kandorian_science_council_partner_of_flamebird_ak_var,1
superman_emergency_squad_kandorian_science_council_partner_of_nightwing_van_zee,1
superman_family_d_e_o_formerly_watchtower_network_isis_foundation_daily_planet,1
superman_family_daily_planet_galaxy_communications_legion_of_super_heroes_honorary_member,1
superman_family_formerly_legion_of_doom,1
superman_family_formerly_team_luthor,1
superman_family_formerly_teen_titans,1
superman_family_house_of_el_justice_league_formerly_department_of_extranormal_operations_justice_league_united_red_lantern_corps_secret_six,1
superman_family_house_of_el_legion_of_super_heroes,1
superman_family_jla_reservists,1
superman_family_justice_league_formerly_justice_league_united_suicide_squad,1
superman_family_justice_league_legion_of_super_pets,1
superman_family_justice_league_of_america_daily_planet_formerly_legion_of_super_heroes,1
superman_family_justice_society_of_america_justice_league,1
superman_family_legion_of_super_pets,1
superman_family_teen_titans_lexcorp,1
superman_family_titans,1
superman_family_titans_formerly_lionel_luthor_watchtower_network,1
superman_family_titans_formerly_teen_titans,1
superman_family_wonder_woman_family_justice_league,1
superman_father_lois_lane_kent_mother_deceased_joel_perry_kent_brother_deceased_bruce_wayne_jr_husband_mei_lai_kent_sister_in_law_knight_wing_nephew_lois_wayne_grandniece_lara_wayne_grandniece,1
superman_father_lois_lane_kent_mother_deceased_kara_kent_sister_deceased_bruce_wayne_jr_brother_in_law_mei_lai_kent_wife_clark_wayne_son_lois_wayne_granddaughter_lara_wayne_granddaughter,1
superman_father_lois_lane_mother,1
superman_father_lois_lane_mother_kara_zor_el_second_cousin_superboy_genetic_half_brother,1
superman_father_lois_lane_mother_supergirl_second_cousin,1
superman_father_wonder_woman_mother,1
superman_first_cousin_jonathan_elliot_first_cousin_once_removed,1
superman_flash,1
superman_genetic_template_dad_lex_luthor_genetic_template_dad_eve_watson_creator_mom,1
superman_genetic_template_superboy_partial_template_brother,1
superman_genetic_template_via_superboy_lex_luthor_genetic_template_via_superboy_superboy_genetic_template_three_clones_deceased,1
superman_god_of_apokolips_albie_apex_lex,1
superman_grandfather_lois_lane_kent_grandmother_deceased_kara_kent_aunt_deceased_bruce_wayne_jr_foster_father_joel_perry_kent_father_deceased_mei_lai_kent_mother_amanda_mason_wife_lois_wayne_daughter_lara_wayne_daughter_thomas_taylor_wayne_grandson,1
superman_harvey_dent,1
superman_husband,1
superman_i,1
superman_i_father_deceased_superboy_genetic_brother,1
superman_i_father_lois_lane_mother_jonathan_kent_adoptive_paternal_grandfather_deceased_martha_kent_adoptive_paternal_grandmother_deceased_jor_el_paternal_grandfather_deceased_lara_lor_van_paternal_grandmother_deceased_sam_lane_maternal_grandfather_superlass_descendant_unknown_superman_descendant_superman_purple_descendant_klyzyzk_klzntplkz_the_superman_of_the_5th_dimension_descendant_kal_kent_the_superman_of_the_853rd_century_descendant,1
superman_i_genetic_template_deceased_superman_ii_genetic_template_deceased,1
superman_i_genetic_template_deceased_superman_iii_clone_deceased,1
superman_ii_clone_deceased_superman_iii_clone_deceased,1
superman_iii,1
superman_inc,1
superman_jr,1
superman_k_l_l_adopted_son_unnamed_mate,1
superman_kryptonian_genetic_template_lex_luthor_human_genetic_template_deceased_kara_zor_el_genetic_cousin_jonathan_kent_adoptive_father_martha_kent_adoptive_mother,1
superman_legion_of_super_pets_space_canine_patrol_agents,1
superman_lois_lane,1
superman_matrix_bizarro_lois_lane_wife_bizarro_junior_son_bizarro_lois_lane_jr_daughter_bizarro_lucy_lane_sister_in_law_new_bizarro_imperfect_duplicate_bizarro_superboy_prior_incarnation,1
superman_prime,1
superman_prime_1,1
superman_prime_one_million_superman,1
superman_prime_superboy_time_trapper,1
superman_probable_ancestor_buddy_blank_probable_ancestor_kamandi_probable_ancestor,1
superman_pryme,1
superman_red_superman_blue,1
superman_revenge_squad_formerly_general_sam_lane_secret_society_of_super_villains_brainiac,1
superman_revenge_squad_formerly_warworld_the_paling_sinestro_corps,1
superman_revenge_squad_injustice_league_unlimited,1
superman_revenge_squad_intergang_project_cadmus,1
superman_revenge_squad_secret_society_of_super_villains_joker_league_of_anarchy_supermen_of_the_multiverse_bizzaro_justice_league,1
superman_revenge_squad_the_society,1
superman_robot,1
superman_robot_model_z,1
superman_s_enforcer,1
superman_s_guardian,1
superman_s_joker_jiln_ka,1
superman_s_pal_mister_action_elastic_lad_flamebird_turtle_man_wolf_man_see_notes_for_more,1
superman_secret_identity,1
superman_secundus,1
superman_serials,1
superman_speeding_bullets,1
superman_squad_formerly_supermen_of_the_multiverse,1
superman_sr,1
superman_superman_family,1
superman_superman_of_china,1
superman_two,1
superman_x,1
superman_xx,1
supermen_of_america_formerly_all_star_squadron_young_all_stars_freedom_fighters,1
supermen_of_america_justice_league_of_america,1
supermen_of_america_superman_squad,1
supermen_of_the_multiverse,1
supermen_of_the_multiverse_formerly_union_army_u_s_armed_forces,1
supermodel,1
supernatural_archaeologist,1
supernova,1
supernova_booster_goldstar_waverider,1
supersoldier,1
supervillain_retired,1
superwoman_bizarre_s_bizarro_superwoman_b_zero_s,1
superwoman_mother_unnamed_father_1,1
supreme_hydra,1
surge,1
surgeon,1
surgeon_adventurer_soldier_author,1
suriel,1
surtur,1
susan_dearbon,1
susan_kent,1
susan_kent_barr,1
susan_kent_barr_wife_deanna_barr_daughter,1
susan_kent_barr_wife_pat_barr_father_deceased,1
susan_kent_susan_barr,1
susan_lang,1
susan_linden,1
susan_linden_thorne,1
susan_linden_thorne_sister_deceased_flora_black_sister_adoptive_mother_deceased,1
susan_maguire,1
susan_su,1
susan_suzy_linden,1
susan_tompkins,1
susan_wayne,1
susan_wife_deceased,1
susanna_chaste_wife_jenny_faraday_sister,1
susano_o_no_mikoto,1
susanowo,1
susie_tompkins,1
sustainer_of_heavens,1
susurrus,1
sutra_deceased,1
sutri,1
suze_ex_wife_maddie_daughter_meredith_daughter,1
suzette_ledbedder,1
suzie_lamar,1
suzie_su,1
suzuki,1
suzy_fury_wife_derek_fury_son,1
sven_nelson_father_deceased_celestine_babcock_mother_aaron_babcock_uncle_inza_cramer_wife_kent_nelson_jr_son_kent_v_nelson_and_laryn_nelson_distant_relatives,1
swami,1
swami_vedah,1
swamp_king,1
swamp_man_swampy,1
swamp_thing_1,1
swamp_thing_1991_tv_series,1
swamp_thing_alec_holland_spiritual_father_john_constantine_biological_father_abigail_holland_mother_sprout_spiritual_predecessor_gregori_arcane_grandfather_anton_arcane_great_uncle_ana_s_arcane_great_grandmother_deceased_josip_arcane_great_grandfather_deceased_aniela_arcane_great_aunt_lady_arcane_ancestor_deceased,1
swamp_thing_formerly_the_rot,1
swamp_thing_husband_tef_holland_daughter_matthew_cable_ex_husband_deceased_gregori_arcane_father_anton_arcane_uncle_ana_s_arcane_grandmother_deceased_aniela_arcane_aunt_hans_von_hammer_cousin_ilsa_von_hammer_cousin_josip_arcane_grandfather_deceased_lady_arcane_ancestor,1
swan,1
swatt,1
sweeney_todd,1
sweep_second_second_hand,1
sweet_sally,1
sweet_sixteen,1
swerve,1
swift,1
swiftmaw,1
swirlin,1
swirlin_the_magician,1
swiss_formerly_american,1
sword_of_damocles_union,1
sword_of_the_atom_shorts,1
swordfish,1
sy_borg,1
sy_borgman_brother_deceased,1
sy_rann,1
sy_reit_rube_grossman,1
sybil_silverlock,1
sybil_silverlock_mother_deceased_unnamed_father_deceased_beatrix_silverlock_ancestor_silverlock_family,1
syborg_sy_borg,1
sycorax_medea,1
sydne_ardeen,1
sydne_ardeen_mother,1
sydne_ardeen_wife_imra_ardeen_daughter_jancel_ardeen_daughter_sarmon_ardeen_nephew,1
sydney,1
sydney_allard,1
sykes,1
syksy_the_autumn_queen_sister_kesa_the_summer_queen_sister_kevat_the_spring_queen_sister,1
syl,1
syl_khee,1
sylbert_bert_rundine,1
sylph,1
sylvan_scofield,1
sylvester_pemberton,1
sylvia,1
sylvia_bloomberg_mother_robert_bloomberg_father_marla_bloom_aunt_deceased,1
sylvia_dewitt,1
sylvia_eisenberg,1
sylvia_mouton_wife,1
sylvia_shadow,1
sylvie_eisenberg,1
symbeasts,1
symbiote_menagerie,1
symbiotic_willpower_entity,1
symbol_of_the_seven,1
synaptic_kid,1
syndicate_formerly_wildc_a_t_s,1
synergist,1
synergy,1
synriannaquian,1
synth,1
syntho_rob_one,1
syonide,1
syrene_wife,1
syria,1
syththunu,1
t_b_harrah,1
t_council,1
t_council_ivy_university_justice_foundation_justice_league_formerly_justice_league_of_america_justice_league_team_wisdom,1
t_council_justice_league_1_justice_league_dark_formerly_secret_society_of_super_villains_s_h_a_d_e_lords_of_chaos,1
t_ghurrhu,1
t_h_r_u_s_h_2_formerly_arkham_institute,1
t_o_morrow_creator,1
t_o_morrow_creator_father,1
t_o_morrow_creator_father_red_inferno_sister_deceased_red_volcano_brother_deceased_red_tornado_brother,1
t_o_morrow_creator_father_red_tornado_brother_red_inferno_sister_deceased_red_torpedo_brother_deceased,1
t_o_morrow_creator_father_red_tornado_brother_red_torpedo_sister_red_inferno_brother_tomorrow_woman_sister,1
t_o_morrow_creator_father_red_tornado_brother_red_volcano_brother_deceased_red_inferno_brother_deceased_tomorrow_woman_sister,1
t_o_morrow_creator_father_red_tornado_brother_red_volcano_brother_deceased_red_torpedo_sister_deceased_tomorrow_woman_sister,1
t_o_morrow_creator_father_red_torpedo_brother_deceased_red_volcano_brother_deceased_red_tornado_brother,1
t_o_morrow_creator_father_red_volcano_brother_deceased_red_inferno_brother_deceased_red_torpedo_sister_deceased_tomorrow_woman_sister_kathy_sutton_wife_traya_sutton_adoptive_daughter,1
t_o_morrow_creator_father_red_volcano_brother_deceased_red_inferno_sister_deceased_red_torpedo_brother_deceased,1
t_o_morrow_s_secret_lab,1
t_s_smith,1
ta_you_choi_mother_ah_lien_choi_father,1
tabitha_wife_shark_god_father_unnamed_brother_deceased,1
