character,universe,marital_status,gender
big_barda,the_coming_of_the_supermen,married,female
black_racer,dceased,single,male
boy_blue,fables,single,male
bride,prime_earth,single,female
bruce_wayne,earth_3839,separated,male
bryce_kandel,wonder_woman_tv_series,single,male
carolyn_hamilton,wonder_woman_tv_series,married,female
charon,prime_earth,single,male
chato_santana,new_earth,single,male
circe,earth_one,single,female
circe,earth_s,single,female
clarice_winston,new_earth,widowed,female
clifford_steele,doom_patrol_tv_series,widowed,male
clotho,new_earth,single,female
constant,prime_earth,single,male
cottus,new_earth,single,NA
cronus,prime_earth,married,male
curtis_knox,smallville,widowed,male
cyrus_gold,justice_league_action,single,male
damien_darhk,new_earth,single,male
david_tenzer,earth_one,single,male
dead_kid_fred,wildstorm_universe,single,male
delirium,new_earth,single,female
denis,preacher_tv_series,single,male
derinoe,prime_earth,single,female
desire,new_earth,single,genderless
despair,new_earth,single,female
destiny,new_earth,single,male
destruction,new_earth,single,male
diana_of_themyscira,earth_1,single,female
dione,earth_1,single,female
dionysus,arrowverse,single,male
drusilla,wonder_woman_tv_series,single,female
dusan_al_ghul,new_earth,single,male
echo,new_earth,single,female
edward_ruskin,prime_earth,widowed,male
enchantress,damned,single,female
eris,new_earth,single,female
eternal_enemy,quality_universe,single,male
evadne,wonder_woman_tv_series,single,female
eve,new_earth,single,female
eve,prime_earth,single,female
farley_fairfax,earth_one,single,male
fausta_grables,wonder_woman_tv_series,married,female
ferdinand,dc_animated_movie_universe,single,male
frankenstein,lego_batman,divorced,male
frankenstein,prime_earth,divorced,male
frankenstein_s_monster,fables,single,male
freyja,prime_earth,single,female
gaius_marcus,new_earth,widowed,male
general_immortus,new_earth,single,male
general_immortus,teen_titans_tv_series,single,male
gilotina,earth_16,single,female
gilotina,new_earth,single,female
glaucus,prime_earth,single,male
gnomon,prime_earth,single,male
goran,prime_earth,single,male
granny_goodness,earth_16,single,female
granny_goodness,harley_quinn_tv_series,single,female
granny_goodness,lego_batman,single,female
granny_goodness,prime_earth,single,female
gudra,new_earth,single,female
gudra,prime_earth,single,female
gundra,earth_two,single,female
hades,future_state,married,male
harmonia,the_brave_and_the_bold,single,female
hassan_i_sabbah,new_earth,single,male
hephaestus,prime_earth,married,male
hercules,earth_s,married,male
hercules,prime_earth,widowed,male
hestia,new_earth,single,female
hippolyta,dc_animated_movie_universe,single,female
hippolyta,earth_1,single,female
hippolyta,earth_two,single,female
hippolyta,harley_quinn_tv_series,single,female
hippolyta,justice,single,female
hippolyta,the_true_amazon,single,female
hippolyta,wonder_woman_tv_series,single,female
iapetus,new_earth,married,male
iara,prime_earth,single,female
iluthin,new_earth,widowed,male
intri,prime_earth,single,female
isis_goddess_of_fertility,new_earth,married,female
jack_horner,fables,widowed,male
jared_kabe,futures_end,single,male
jason_blood,future_state,single,male
jeremy_karne,new_earth,single,male
john_amon,izombie,married,male
john_dee,prime_earth,single,male
john_thesson,earth_abc,single,male
jon_haraldson,new_earth,married,male
joseph_carny,earth_22,single,male
jumella,new_earth,single,female
jupiter,earth_four,married,male
kalibak,earth_1198,single,male
kalibak,injustice,single,male
karathen,dc_extended_universe,single,female
karin_grace,prime_earth,single,female
kekona,new_earth,single,male
king_faraday,prime_earth,single,male
klarn_arg,prime_earth,single,male
kru_ll,the_brave_and_the_bold,single,male
kyra_arg,prime_earth,single,female
lashina,earth_16,single,female
lashina,new_earth,single,female
linton_midnite,new_earth,single,male
lobo,attack_of_the_o_squad,single,male
maddy,fables,single,female
magus,prime_earth,single,male
mala,earth_1,single,female
manco_capac,just_imagine,single,male
marchosias,arrowverse,single,male
marid,prime_earth,single,male
mawu,new_earth,married,female
mazikeen,lucifer_tv_series,single,female
mazikeen,new_earth,single,female
mazikeen,prime_earth,single,female
medusa,dcau,single,female
meleos,new_earth,single,male
melmoth,new_earth,married,male
mervyn_pumpkinhead,new_earth,single,male
mervyn_pumpkinhead,prime_earth,single,male
metron,new_earth,divorced,male
midas,new_earth,widowed,male
minerva,earth_2,single,female
mister_whisper,new_earth,single,male
monolith,new_earth,single,male
morgana_le_fey,just_imagine,single,female
nameless_one,new_earth,single,male
nemesis,prime_earth,single,female
nephthys,prime_earth,married,female
neron,prime_earth,single,male
nommo,new_earth,widowed,male
north_wind,fables,separated,male
nubia,earth_1,single,female
oblivion,new_earth,single,non_binary
onyx_adams,arrowverse,single,female
orion,dcau,married,male
orion,earth_1198,single,male
orion,lego_batman,single,male
orion,prime_earth,single,male
orpheus,new_earth,widowed,male
orunmilla,new_earth,single,male
ouranos,new_earth,married,male
pandora,new_earth,single,female
parthenope,earth_two,single,female
paula_von_gunther,earth_1,single,female
persephone,wonder_woman_2_9_movie,single,female
philippus,dcau,single,female
prince_charming,fables,divorced,male
prometheus_son_of_iapetus,new_earth,single,male
ra_s_al_ghul,arrowverse,separated,male
ra_s_al_ghul,new_earth,widowed,male
ran_va_daath,new_earth,separated,female
rath,new_earth,single,male
richard_flag_sr,prime_earth,widowed,male
robert_gadling,new_earth,married,male
rose_red,fables,divorced,female
santa_claus,santa_clau,married,male
scapegoat,new_earth,single,male
scot,harley_quinn_tv_series,single,male
scot,lego_batman,married,NA
scot,prime_earth,married,male
scott_free,earth_2,single,male
scott_free,justice_league_action,single,male
scott_free,the_coming_of_the_supermen,married,male
sensei,new_earth,widowed,male
serifan,earth_16,single,male
simon_hurt,new_earth,single,male
simon_hurt,prime_earth,single,male
slade_wilson,dc_animated_movie_universe,widowed,male
snow_white,fables,married,female
stalker,prime_earth,single,male
steppenwolf,earth_2,single,male
steppenwolf,new_earth,single,male
steppenwolf,prime_earth,single,male
stercorax,vertigo_universe,single,male
steven_trevor,earth_1,single,male
stinky,fables,single,male
stompa,new_earth,single,female
strega_iii,new_earth,single,female
taia,new_earth,married,female
talia_al_ghul,arrowverse,single,female
talia_al_ghul,new_earth,single,female
tawky_tawny,return_of_black_adam,single,male
thanoseid,amalgam_universe,single,male
the_evil_queen,fables,single,female
themis,new_earth,married,female
themis,prime_earth,married,female
thessaly,new_earth,single,female
thing_that_cannot_die,new_earth,single,male
thomas_savage,amalgam_universe,single,male
troia,earth_1,single,female
tsaritsa,new_earth,single,female
uncle_sam,prime_earth,single,male
urzkartaga,prime_earth,married,male
valoric,new_earth,single,male
vandal_savage,once_and_future,single,male
victor_fries,dcau,divorced,male
virman_vundabar,new_earth,single,male
vulcan,earth_four,single,male
vykin,earth_16,single,male
weyland_smith,fables,single,male
wilhelmina_murray,league_of_extraordinary_gentlemen,divorced,female
william_cobb,prime_earth,single,male
ya_akov_ben_shimon,earth_13,widowed,male
ystin,prime_earth,single,non_binary
albert_bloodlines,prime_earth,single,male
alice_tetch,gotham,single,female
bel_dame,prime_earth,single,female
blake_bloodlines,prime_earth,single,male
drura_sehpt,legion_of_super_heroes_tv_series,single,female
haley_bloodlines,prime_earth,single,female
albert_rothstein,new_earth,single,male
anton_lamont,new_earth,single,male
anton_lamont,scooby_doo_team_up,single,male
aviva_metula,prime_earth,single,female
boston_brand,the_brave_and_the_bold,single,male
carl_sands,new_earth,single,male
carl_sands,scooby_doo_team_up,single,male
emily_dinsmore_clone,smallville,single,female
james_craddock,new_earth,single,male
james_craddock,prime_earth,single,male
james_craddock,scooby_doo_team_up,single,male
james_ewell_brown_stuart,new_earth,married,male
jill_carlyle,new_earth,single,female
joey_sanders,earth_one,single,male
kyle_rayner,dcau,single,male
plop,mystik_u,single,genderless
sandra_knight,earth_two,single,female
smoke,prime_earth,single,female
thaddeus_sivana,earth_s,widowed,male
tinya_wazzo,legion_of_super_heroes_tv_series,single,female
guy_gardner,future_state,single,male
guy_gardner,prime_earth,single,male
bobby,teen_titans_tv_series,single,male
camorouge,new_earth,single,female
cynthia_reynolds,dcau,single,female
dean_hunter,new_earth,single,male
dwayne_geyer,new_earth,single,male
empty_vee,wildstorm_universe,single,female
felix_faust,arrowverse,single,male
graham_garrett,smallville,single,male
gretchen_winters,smallville,single,female
guilt,new_earth,single,genderless
hawley_griffin,league_of_extraordinary_gentlemen,single,male
invisible_man,earth_s,single,male
jacques_foccart,legion_of_super_heroes_tv_series,single,male
jacques_foccart,post_zero_hour,single,male
jacques_foccart,pre_zero_hour,single,male
jeff_palmer,smallville,single,male
karabas,arrowverse,single,male
kent_thurston,new_earth,single,male
kent_thurston,quality_universe,single,male
lyle_norg,dcau,single,male
lyle_norg,earth_prime,single,male
lyle_norg,post_zero_hour,single,male
lyle_norg,pre_zero_hour,single,male
maya_ducard,prime_earth,single,female
morgan_ducard,prime_earth,single,male
nobody,new_earth,single,male
raze,prime_earth,single,male
viza_aziv,earth_48,single,female
wicked_warlock,filmation_adventures,single,male
albert_ferrus,wildstorm_universe,single,male
alex_fury,wildstorm_universe,divorced,male
alpha_ii,earth_one,single,male
andrew_nolan,dcau,single,male
andrew_nolan,legion_of_super_heroes_tv_series,single,male
andrew_nolan,post_rebirth,single,male
andrew_nolan,pre_zero_hour,single,male
atlas,all_star_superman,single,male
basil_nurblin,new_earth,married,male
benjamin_grimm,amalgam_universe,single,male
bruce_carter_iii,earth_abc,single,male
cal_usjak,new_earth,single,male
carl_bork,new_earth,single,male
carol_carter,earth_abc,single,female
cinderblock,new_earth,single,male
cinderblock,teen_titans_tv_series,single,male
clayton_h_maure,wildstorm_universe,single,male
cody_driscoll,new_earth,single,male
cord_dexter_lemoyne,wildstorm_universe,single,male
cyrus_gold,justice,widowed,male
daniel_cassidy,swamp_thing_2_19_tv_series,single,male
davis_bloome,smallville,single,male
dax_baron,krypton_tv_series,widowed,male
doctor_dinosaur,earth_twelve,single,male
doomsboy,world_without_young_justice,single,male
doomsday,riddle_of_the_beast,single,male
doomsday,titans_tomorrow,single,male
doomsday,world_without_young_justice,single,male
edwardo_guzman,new_earth,married,male
elliot_taylor,new_earth,single,male
eric_summers,smallville,single,male
gerald_zimmerman,new_earth,single,male
gerri_brauer,dakotaverse,single,female
gork,earth_one,single,male
grayven,earth_16,single,male
hannibal_hawkes,prime_earth,single,male
hannibal_white,dakotaverse,single,male
heinrich_hester,wildstorm_universe,single,male
henry_heywood_jr,earth_2,single,male
hugo_danner,new_earth,single,male
jeremiah_holdsclaw,smallville,single,male
jo_nah,post_rebirth,single,male
joe_hercules,quality_universe,single,male
joe_hollywood,new_earth,single,male
john_henry_martin,new_earth,single,male
jonathan_naissi,new_earth,single,male
joseph_h_mendoza,wildstorm_universe,single,male
kai,crossing_midnight,single,male
kalibak,dcau,single,male
kalibak,earth_16,single,male
kalibak,super_friends,single,male
katherine_manser,prime_earth,single,female
krogg,earth_one,single,male
lobo,man_of_tomorrow,single,male
louis_martin,new_earth,single,male
lydda_jath,pre_zero_hour,single,female
magog,earth_22,single,male
mark_desmond,new_earth,single,male
maxima,smallville,single,female
nathaniel_heywood,new_earth,single,male
night_pilot,prime_earth,single,female
pablo_valdez,new_earth,single,male
peter_porkchops,earth_c,single,male
rampotatek,new_earth,single,male
ramsey_spencer,some_years_later,single,male
rockface,new_earth,single,male
rory_regan,arrowverse,single,male
sally_sarasota,prime_earth,single,female
scarth,new_earth,single,male
seth_aiden,new_earth,single,male
shaggy_man,super_friends,single,male
solomon_grundy,earth_22,single,male
stanley_baumgarten,new_earth,single,male
stuart_mosely,new_earth,single,male
trent_macgowen,smallville,single,male
victoria_ngengi,wildstorm_universe,divorced,female
wade_eiling,dcau,single,male
wayne_hawkins,new_earth,single,male
william_scumm,new_earth,single,male
zorgul,just_imagine,single,male
mikola_rostov,new_earth,single,male
scratch,new_earth,single,male
turk,new_earth,single,male
abaddon,earth_s,single,male
adrianna_tomaz,flashpoint_timeline,married,female
ali_ka_zoom,new_earth,single,male
anton_arcane,new_earth,widowed,male
arella,teen_titans_tv_series,single,female
baron_winters,new_earth,divorced,male
blaze,new_earth,single,female
blue_lama,earth_two,single,female
brimstone,superboy_tv_series,single,male
calculha,prime_earth,married,male
catherine_majik,haunted_gotham,single,female
chuma,new_earth,single,male
circe_the_tattooist,new_earth,single,female
citizen_abra,dc_universe_online,single,male
citizen_abra,new_earth,single,male
courtney_whitmore,arrowverse,single,female
damian_wayne,prime_earth,single,male
dark_opal,new_earth,single,male
dark_opal,prime_earth,single,male
david_sargent,new_earth,single,male
davit_sargon,mystik_u,single,male
december_graystone,prime_earth,single,male
deimos,prime_earth,single,male
doctor_7,new_earth,single,male
doctor_seven,earth_one,single,male
ebeneezer_badde,new_earth,married,male
eldon_peck,new_earth,single,male
elzere,prime_earth,single,male
enchantress,future_state,single,female
envy_son_of_trigon,new_earth,single,male
equinox,new_earth,single,male
equinox,the_brave_and_the_bold,single,male
evangeline_arbogast,new_earth,single,female
fauna_faust,prime_earth,single,female
felina_furr,earth_c,single,female
felix_faust,dc_universe_online,single,male
felix_faust,super_friends,single,male
fennel,arrowverse,single,male
glenda_mark,new_earth,single,female
granch,new_earth,single,male
grandovic,earth_23,single,male
greed_son_of_trigon,new_earth,single,male
gregorio_de_la_vega,new_earth,single,male
halo,angel_love,single,female
harry_matthews,new_earth,single,male
hera,super_friends,married,female
inza_nelson,dcau,married,female
iroque,prime_earth,single,female
jack_carter,wildstorm_universe,single,male
jacob_shaw,arrowverse,single,male
jaimini_sargent,prime_earth,single,female
james_corrigan,prime_earth,engaged,male
james_slade,new_earth,single,male
jennifer_morgan,prime_earth,single,female
jock_kellogg,new_earth,single,male
jock_kellogg,quality_universe,single,male
john_constantine,dceased,single,male
john_constantine,future_state,single,male
john_constantine,smallville,single,male
john_sargent,new_earth,single,male
jonathan_warren,new_earth,single,male
joseph_blackfire,prime_earth,single,male
joshua_morgan,new_earth,single,male
june_moone,flashpoint_timeline,single,female
june_moone,prime_earth,single,female
kalista,prime_earth,single,female
ken_ondaate,prime_earth,single,male
kent_nelson,dcau,married,male
kent_nelson,earth_2,single,male
kent_nelson,earth_21,single,male
kent_nelson,smallville,married,male
klarion_bleak,scooby_doo_team_up,single,male
kulak,prime_earth,single,male
kulak,scooby_doo_team_up,single,male
lady_amethyst,new_earth,married,female
lady_emerald_i,new_earth,married,female
lady_moonstone,new_earth,married,female
lady_sapphire,new_earth,single,female
lord_amethyst,new_earth,married,male
lord_diamond,new_earth,single,male
lord_emerald,new_earth,married,male
lord_garnet,new_earth,married,male
lord_moonstone,new_earth,married,male
lord_ruby,new_earth,married,male
lord_topaz,new_earth,widowed,male
lourdes_lucero,new_earth,single,female
lust_son_of_trigon,new_earth,single,male
madame_xanadu,just_imagine,single,female
madeleine_arbogast,new_earth,single,female
majistra,prime_earth,married,female
marguerita_covas,new_earth,single,female
maria_constantine,vertigo_universe,single,female
mary_martin,new_earth,single,female
merlin,a_tragedy,single,male
merlin,dc_super_hero_girls,single,male
merlin,just_imagine,single,male
merlin,justice_league_action,single,male
michael_nazareth,the_nazz,single,male
mister_mxyztplk,earth_two,single,male
mister_twister,prime_earth,single,male
misty_kilgore,new_earth,single,female
mordiel,prime_earth,single,female
morgan_lefay,camelot_3,single,female
morgana,earth_one,single,female
morgana_lefay,earth_395,single,female
mrs_lannis,arrowverse,single,female
mumbo,new_teen_titans_shorts,single,male
myrwhydden,green_lantern_animated_series,single,male
myrwhydden,new_earth,single,male
mysa_nal,pre_zero_hour,single,female
nabu,prime_earth,single,male
nigel,donnerverse,single,male
nommo,arrowverse,single,male
nona_lin_baker,new_earth,single,female
nuala,new_earth,single,female
orm_marius,flashpoint_timeline,single,male
otto_haddon,prime_earth,single,male
pandora,prime_earth,single,female
phantom_stranger,justice,single,male
philip_stark,prime_earth,widowed,male
prince_garnet,new_earth,single,male
princess_emerald_i,new_earth,single,female
princess_emerald_ii,new_earth,single,female
princess_emerald_iii,new_earth,widowed,female
princess_topaz,new_earth,single,female
prodo,superboy_tv_series,single,male
questing_queen,prime_earth,single,female
rampotatek,superman_vs_the_elite,single,male
rebecca_carstairs,new_earth,single,female
rebecca_carstairs,prime_earth,single,female
roberto_diaz,prime_earth,married,male
rose_psychic,injustice,single,female
rose_psychic,new_earth,single,female
sabina_de_la_croix,new_earth,single,female
sardonyx,new_earth,married,male
satanis,earth_one,married,male
selena,donnerverse,single,female
selma_tolon,new_earth,single,female
simon_magus,new_earth,single,male
sindella,new_earth,married,female
sindella,prime_earth,married,female
sloth_son_of_trigon,new_earth,single,male
son_of_the_fallen,new_earth,single,male
spectre,created_equal,single,male
submissionary_judah,new_earth,single,male
syrene,earth_one,married,female
tala,dcau,single,female
tannarak,scooby_doo_team_up,single,male
tatsu_toro,prime_earth,widowed,female
tempter,new_earth,single,male
tenzin_wyatt,new_earth,single,male
the_man,new_earth,single,male
the_other,new_earth,single,male
theophilus_warly,new_earth,single,male
thomas_currie,new_earth,single,male
thomas_spuggs,prime_earth,single,male
timothy_drake,lego_batman,single,male
timothy_hunter,new_earth,single,male
timothy_ravenwind,new_earth,single,male
traci_thirteen,prime_earth,single,female
wanda_zatara,amalgam_universe,single,female
warlock_of_ys,new_earth,single,male
white_opal,new_earth,single,male
william_zard,scooby_doo_team_up,single,male
witch_kraft,earth_twelve,single,female
wotan,scooby_doo_team_up,single,male
wrath_son_of_trigon,new_earth,single,male
xavier,preacher,single,male
zachary_zatara,new_earth,single,male
zachary_zatara,prime_earth,single,male
zachary_zatara,titans_tomorrow,single,male
zachary_zor,new_earth,single,male
zanyia,earth_twelve,single,female
zatanna_zatara,dc_universe_online,single,female
zatanna_zatara,flashpoint_timeline,single,female
zatanna_zatara,future_state,single,female
zatanna_zatara,justice_league_heroes,single,female
zatanna_zatara,justice,single,female
zatanna_zatara,mystik_u,single,female
zatanna_zatara,smallville,single,female
zatara,earth_22,single,male
baud,new_earth,single,female
dyrk_magz,post_zero_hour,single,male
earl_gregg,lois_clark,married,male
evil_star,filmation_adventures,single,male
frances_kane,new_earth,single,female
frances_kane,prime_earth,single,female
frankie_kane,arrowverse,single,female
grant_halford,earth_abc,married,male
hans_leckter,new_earth,single,male
hu_krinn,pre_zero_hour,widowed,male
rokk_krinn,legion_of_super_heroes_tv_series,single,male
seth_nelson,smallville,single,male
xavier_purvis,new_earth,single,male
zebra_man_ii,new_earth,single,male
casey_krinsky,dc_super_hero_girls_tv_series,single,female
casey_krinsky,new_earth,single,female
markus_clay,new_earth,single,male
percival_edmund_chang,wildstorm_universe,single,male
tenzil_kem,dcau,single,male
adele_benson,prime_earth,single,female
adrianna_anderson,prime_earth,single,female
ashley_powell,new_earth,single,female
brainiac,earth_23,single,genderless
bruce_wayne,harley_quinn_tv_series,single,male
jonathan_levine,team_titans,single,male
khea_taramka,new_earth,widowed,female
killg_re,teen_titans_go_tv_series,single,NA
mitchell_hundred,ex_machina,single,male
noah_kuttler,new_earth,widowed,male
ramsey_deacon,arrowverse,single,male
raya_van_zandt,arrowverse,single,female
richard_simpson,new_earth,single,male
takeo_yakata,new_earth,single,male
zalika,prime_earth,single,female
adam_sharp,new_earth,single,male
alec_holland,swamp_thing_1991_tv_series,single,male
amoeba_man,earth_one,single,male
angela_spica,prime_earth,single,female
anomaly,new_earth,single,male
aruna_shende,new_earth,single,female
backlash,new_earth,single,male
backstabber,new_earth,single,male
basil_karlo,arkhamverse,single,male
basil_karlo,batman_1966_tv_series,single,male
basil_karlo,gotham,single,male
blank,prime_earth,single,male
bruce_wayne,batman_ninja,single,male
clownface,prime_earth,single,male
cryll,new_earth,single,male
edouard_laslo,new_earth,single,male
emily_sung,flashpoint_timeline,single,female
emily_sung,prime_earth,single,female
erik_drekken,prime_earth,single,male
esperanza_chata,new_earth,single,female
gaius_publius,new_earth,single,male
garfield_logan,dc_super_hero_girls,single,male
garfield_logan,justice,single,male
garfield_logan,lego_batman,single,male
gayle_marsh,prime_earth,single,female
glob_of_the_dreaming,prime_earth,single,male
gonzo_the_mechanical_bastard,new_earth,single,male
hannibal_bates,arrowverse,single,male
hannibal_bates,new_earth,single,male
ilshu_nor,pre_zero_hour,single,male
incognito,new_earth,single,male
iron_batman,earth_44,single,male
jaime_reyes,dc_animated_movie_universe,single,male
jaime_reyes,justice_league_action,single,male
jaime_reyes,prime_earth,single,male
jane_cartwright,gotham,single,female
jayna,new_earth,single,female
jayna,smallville,single,female
joan_dale,quality_universe,single,female
jonathan_williams,new_earth,married,male
katherine_karlo,prime_earth,single,female
malware,prime_earth,single,genderless
matthew_hagen,earth_16,single,male
matthew_hagen,justice,single,male
matthew_hagen,new_adventures_of_batman,single,male
matthew_hagen,new_earth,single,male
mister_revise,fables,single,male
ms_clay,dc_animated_movie_universe,single,female
nahash,arrowverse,single,male
nol_lapp,new_earth,single,female
ool,earth_two,married,male
peter_malley,new_earth,single,male
ra_ut_l_lwer,prime_earth,single,female
raelene_sharp,new_earth,single,female
reep_daggle,dcau,single,male
remington_cord,new_earth,single,male
samuel_register,new_earth,single,male
sasha_green,new_earth,single,female
screamdreamer,superboy_tv_series,single,male
shifter,dcau,single,female
sondra_fuller,new_earth,single,female
stephen_forrest_lee,new_earth,single,male
suzie_lamar,new_earth,single,female
tina_greer,smallville,single,female
todd_russell,new_earth,single,male
william_wu,prime_earth,single,male
zan,teen_titans_go_tv_series,single,male
amazing_grace,dcau,single,female
amazing_grace,new_earth,single,female
amos_aimes,prime_earth,single,male
breuer,prime_earth,single,male
carolyn_dole,earth_one,single,female
carrie_bates,arrowverse,single,female
charma_drisden,pre_zero_hour,single,female
clifford_devoe,new_earth,single,male
dominic_darrk,just_imagine,married,male
edward_nygma,lego_batman,single,male
egghead,batman_1966_tv_series,engaged,male
ethan_cobblepot,prime_earth,single,male
farley_fleeter,new_earth,single,male
frank_rayles,earth_one,single,male
frank_sharp,new_earth,single,male
generic_man,new_earth,single,male
glorious_godfrey,dcau,single,male
glorious_godfrey,new_earth,single,male
gorilla_grodd,justice_league_action,single,male
gorilla_grodd,scooby_doo_team_up,single,male
gorilla_grodd,the_brave_and_the_bold,single,male
grodd,lego_batman,single,male
grodd,lego_dc_heroes,single,male
harry_lovelace,earth_abc,single,male
headmaster,dakotaverse,single,male
hugo_strange,lego_batman,single,male
ira_billings,dcau,single,male
issa_williams,black_lightning_tv_series,single,male
jamm,new_earth,single,male
jervis_tetch,new_earth,single,male
karmak,new_earth,single,male
katrina_krieger,new_earth,single,female
kyle_tippet,smallville,single,male
leah_wasserman,new_earth,single,female
lisly_bonner,prime_earth,single,female
madame_banshee,amalgam_universe,single,male
marian_drews,white_knight,single,female
maxwell_lord,dc_extended_universe,divorced,male
melanie,earth_one,single,female
mikhail_mxyzptlk,smallville,single,male
mister_mind,justice,single,male
moira_sullivan,smallville,divorced,female
nicole_foster,zero_girl,single,female
pamela_isley,no_rules_to_follow,single,female
robert_rickman,smallville,single,male
roman_sionis,prime_earth,single,male
roy_bivolo,arrowverse,single,male
serafina_arkadin,new_earth,single,female
sin_tzu,prime_earth,single,male
steven_dayton,prime_earth,married,male
vina_kling,earth_two,married,female
white_lightning,new_earth,single,female
wish,wildstorm_universe,single,female
barry_allen,the_wild_storm,single,male
harold_cosgrove,wildstorm_universe,divorced,male
absolom,wildstorm_universe,single,male
brendan_nash,smallville,single,male
carole_donahue,new_earth,single,female
carson_jatts,dcau,single,male
catalyst,new_earth,single,male
curator,new_earth,single,male
dagon_ra,new_earth,single,male
danny_the_street,new_earth,single,non_binary
faora,new_earth,single,female
henry_king,earth_two,single,male
irish_autumns,earth_twelve,single,male
jan_arrah,post_zero_hour,single,male
joan_dale,new_earth,widowed,female
jonathan_dubrovny,new_earth,single,male
joseph_mason,new_earth,single,male
kani,prime_earth,single,non_binary
kate_godwin,new_earth,single,female
laevar_bolto,pre_zero_hour,single,male
medusa,dc_universe_online,single,female
raphael_van_zandt,earth_x,single,male
reichsmark,new_earth,single,male
seamus_o_brienn,prime_earth,single,male
selinda_flinders,new_earth,single,female
selinda_flinders,titans_tv_series,single,female
tal_nahii,pre_zero_hour,single,female
azraeuz,new_earth,single,male
chilton_bone,superman_1988_tv_series,single,male
cross_williams,new_earth,single,male
darkside,earth_9,single,female
linton_midnite,arrowverse,single,male
persephone,new_earth,married,female
porter_vito,new_earth,single,male
porter_vito,prime_earth,single,male
qull,new_earth,single,male
saarek,new_earth,single,male
sky_alchesay,prime_earth,single,female
clark_dreiberg,watchmen,single,male
god,lucifer_tv_series,divorced,male
god,preacher,single,male
life_entity,prime_earth,single,genderless
the_cosmic_raptor,prime_earth,single,NA
adam_strange,prime_earth,married,male
nura_nal,legion_of_super_heroes_tv_series,single,female
nura_nal,post_zero_hour,single,female
tarot,superboy_tv_series,single,female
byzjn_wazzo,pre_zero_hour,married,male
erewhon,new_earth,single,male
gmya_wazzo,pre_zero_hour,single,male
growley,quality_universe,single,male
jacqueline_kowalski,earth_abc,single,female
jean_marc_de_villars,new_earth,single,male
john_stewart,earth_5_8,single,male
solon_darga,pre_zero_hour,single,male
tinya_wazzo,earth_prime,single,female
whitney_fordman,smallville,single,male
winema_wazzo,post_zero_hour,married,female
winema_wazzo,pre_zero_hour,widowed,female
allison_sanders,smallville,widowed,female
crimson_fox_iii,new_earth,single,female
krisma,new_earth,single,male
natalia_knight,new_earth,single,female
queen_bee,earth_16,single,female
robert_nathan,wildstorm_universe,single,male
seductress,new_earth,single,female
vivian_d_aramis,new_earth,married,female
arthur_light,teen_titans_go_tv_series,single,male
captain_california,kid_super_power_hour,single,male
isuma_yasunari,the_brave_and_the_bold,single,male
kimiyo_hoshi,arrowverse,single,female
kimiyo_hoshi,dc_bombshells,single,female
ulu_vakk,pre_zero_hour,single,male
boston_brand,earth_3839,single,male
dall_moss,new_earth,widowed,male
gem_antonelli,wildstorm_universe,single,female
hath_set,new_earth,single,male
heinrich_von_fuchs,doom_patrol_tv_series,single,male
iago,earth_one,single,male
inquisitor,prime_earth,single,male
joseph_wilson,earth_1,single,male
karen_clancy,earth_one,single,female
komand_r,titans_tv_series,single,female
mammon,constantine_movie,single,male
morgan_wilde,new_earth,widowed,NA
white_mercy,prime_earth,single,female
woody_samms,lois_clark,divorced,male
yurrd,new_earth,single,male
amelinda_lopez,new_earth,single,female
bizarro_amazo,earth_one,single,male
buddy_blank,new_earth,single,male
cameron_begay,new_earth,single,male
carl_draper,earth_one,single,male
chief,izombie_tv_series,single,male
crybaby_carl,izombie_tv_series,married,male
curtis_lim,izombie_tv_series,married,male
dale_bozzio,izombie_tv_series,married,female
dale_smith,new_earth,single,male
floyd_baracus,izombie_tv_series,married,male
i_c_harris,filmation_adventures,single,male
johnny_frost,izombie_tv_series,married,male
joshua_michael_allen,prime_earth,single,male
kirt_niedrigh,pre_zero_hour,single,male
levon_patch,izombie_tv_series,single,male
lori_zechlin,new_earth,single,female
lori_zechlin,prime_earth,single,female
mama_leone,izombie_tv_series,widowed,female
marcy,izombie_tv_series,single,female
maxwell_jensen,justice,single,male
michael_norris,earth_one,single,male
olivia_moore,izombie_tv_series,single,female
richard_lawrence,earth_one,single,male
suzuki,izombie_tv_series,married,male
tucker_fritz,izombie_tv_series,single,male
vivian_stoll,izombie_tv_series,widowed,female
zack_stoll,izombie_tv_series,single,male
anapel,prime_earth,single,female
ate,prime_earth,single,female
jack_mobley,new_earth,married,male
jonah_hex,jonah_hex_movie,widowed,male
matthew_kim,arrowverse,single,male
minerva,earth_s,single,female
zeus,world_without_young_justice,married,male
alexandra_gianopoulos,flashpoint_timeline,single,female
anthony_gambi,prime_earth,single,male
composite_man,post_zero_hour,single,NA
hart_druiter,pre_zero_hour,single,male
joel_cochin,new_earth,single,male
munk,new_earth,single,male
quelu_ord,pre_zero_hour,single,male
robert_reed,teen_titans_tv_series,single,male
thrust,new_earth,single,male
amber_joyce,earth_one,single,female
archer_braun,new_earth,single,male
brainy_barker,krypto_the_superdog,single,female
charity,new_earth,married,female
clock_king_ii,new_earth,single,male
dinah_lance,birds_of_prey,single,female
edmond_hamilton,earth_one,single,male
erin_bia_o_rourke_singh,atari_force,single,female
gardner_grayle,new_earth,single,male
